Subject 32139: V: 100 | C: 98.39 | Overall score: 99.19 

Subject 5134: V: 100 | C: 58.55 | Overall score: 79.28 

Subject 53774: V: 100 | C: 58.56 | Overall score: 79.28 

Subject 67520: V: 100 | C: 58.56 | Overall score: 79.28 

Subject 79548: V: 100 | C: 58.56 | Overall score: 79.28 

Subject 86780: V: 100 | C: 58.56 | Overall score: 79.28 

Subject 13018: V: 100 | C: 58.53 | Overall score: 79.27 

Subject 13385: V: 100 | C: 58.53 | Overall score: 79.27 

Subject 17065: V: 100 | C: 58.54 | Overall score: 79.27 

Subject 24073: V: 100 | C: 58.54 | Overall score: 79.27 

Subject 28753: V: 100 | C: 58.54 | Overall score: 79.27 

Subject 53695: V: 100 | C: 58.54 | Overall score: 79.27 

Subject 8616: V: 100 | C: 58.54 | Overall score: 79.27 

Subject 23548: V: 100 | C: 58.52 | Overall score: 79.26 

Subject 51289: V: 100 | C: 58.52 | Overall score: 79.26 

Subject 68251: V: 100 | C: 58.52 | Overall score: 79.26 

Subject 70178: V: 100 | C: 58.52 | Overall score: 79.26 

Subject 10320: V: 100 | C: 58.51 | Overall score: 79.25 

Subject 20496: V: 100 | C: 58.5 | Overall score: 79.25 

Subject 22460: V: 100 | C: 58.5 | Overall score: 79.25 

Subject 27275: V: 100 | C: 58.51 | Overall score: 79.25 

Subject 28498: V: 100 | C: 58.51 | Overall score: 79.25 

Subject 4012: V: 100 | C: 58.5 | Overall score: 79.25 

Subject 46462: V: 100 | C: 58.49 | Overall score: 79.25 

Subject 67985: V: 100 | C: 58.49 | Overall score: 79.25 

Subject 32452: V: 100 | C: 58.48 | Overall score: 79.24 

Subject 44508: V: 100 | C: 58.48 | Overall score: 79.24 

Subject 236: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 24360: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 41132: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 53131: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 61189: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 72354: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 73460: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 86007: V: 100 | C: 58.47 | Overall score: 79.23 

Subject 99708: V: 100 | C: 58.46 | Overall score: 79.23 

Subject 32673: V: 100 | C: 58.43 | Overall score: 79.22 

Subject 32742: V: 100 | C: 58.45 | Overall score: 79.22 

Subject 48672: V: 100 | C: 58.45 | Overall score: 79.22 

Subject 5857: V: 100 | C: 58.45 | Overall score: 79.22 

Subject 62539: V: 100 | C: 58.44 | Overall score: 79.22 

Subject 72335: V: 100 | C: 58.43 | Overall score: 79.22 

Subject 73340: V: 100 | C: 58.45 | Overall score: 79.22 

Subject 82655: V: 100 | C: 58.43 | Overall score: 79.22 

Subject 22770: V: 100 | C: 58.42 | Overall score: 79.21 

Subject 61183: V: 100 | C: 58.42 | Overall score: 79.21 

Subject 2354: V: 100 | C: 58.41 | Overall score: 79.20 

Subject 74680: V: 100 | C: 58.4 | Overall score: 79.20 

Subject 93052: V: 100 | C: 58.4 | Overall score: 79.20 

Subject 62343: V: 100 | C: 58.38 | Overall score: 79.19 

Subject 62547: V: 100 | C: 58.38 | Overall score: 79.19 

Subject 6669: V: 100 | C: 58.37 | Overall score: 79.19 

Subject 88634: V: 100 | C: 58.38 | Overall score: 79.19 

Subject 92721: V: 100 | C: 58.38 | Overall score: 79.19 

Subject 98656: V: 100 | C: 58.38 | Overall score: 79.19 

Subject 22538: V: 100 | C: 58.36 | Overall score: 79.18 

Subject 55772: V: 100 | C: 58.36 | Overall score: 79.18 

Subject 65959: V: 100 | C: 58.36 | Overall score: 79.18 

Subject 79737: V: 100 | C: 58.36 | Overall score: 79.18 

Subject 31519: V: 100 | C: 58.35 | Overall score: 79.17 

Subject 10250: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 1027: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 10440: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 10449: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 1047: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 1087: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 11261: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 11423: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 11643: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 11907: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 12829: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 1329: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 13357: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 13753: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 13993: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 14161: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 14883: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 15829: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 16078: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 16629: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 16637: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 17268: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 17606: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 18584: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 18685: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 19062: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 19981: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 20047: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 20204: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 20333: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 20538: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 21092: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 21481: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 21987: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 22446: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 22465: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 23229: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 24645: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 24714: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 24986: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 2581: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 25891: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 26489: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 2657: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 26595: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 26744: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 27273: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 27551: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 28084: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 28230: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 28646: V: 100 | C: 58.31 | Overall score: 79.16 

Subject 29034: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 29326: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 2949: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 2961: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 29639: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 30070: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 30085: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 30131: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 31019: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 32411: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 32467: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 3807: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 40385: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 40999: V: 100 | C: 58.31 | Overall score: 79.16 

Subject 4126: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 41841: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 43621: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 4401: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 45050: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 45276: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 4729: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 4812: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 48475: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 48946: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 51200: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 5270: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 53725: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 54660: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 55281: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 56734: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 59907: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 60890: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 62416: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 63405: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 65049: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 66001: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 66016: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 6692: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 6976: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 70223: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 7037: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 70699: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 73040: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 75510: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 76760: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 76826: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 78874: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 80046: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 81223: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 82091: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 8280: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 8286: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 8424: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 84909: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 85298: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 86410: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 87347: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 90261: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 91832: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 94611: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 96388: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 9787: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 9788: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 98188: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 98991: V: 100 | C: 58.33 | Overall score: 79.16 

Subject 12686: V: 100 | C: 58.3 | Overall score: 79.15 

Subject 22426: V: 100 | C: 58.3 | Overall score: 79.15 

Subject 24086: V: 100 | C: 58.3 | Overall score: 79.15 

Subject 26849: V: 100 | C: 58.3 | Overall score: 79.15 

Subject 61539: V: 100 | C: 58.3 | Overall score: 79.15 

Subject 14602: V: 100 | C: 58.28 | Overall score: 79.14 

Subject 27855: V: 100 | C: 58.27 | Overall score: 79.14 

Subject 6609: V: 100 | C: 58.28 | Overall score: 79.14 

Subject 68075: V: 100 | C: 58.29 | Overall score: 79.14 

Subject 7992: V: 100 | C: 58.28 | Overall score: 79.14 

Subject 83288: V: 100 | C: 58.29 | Overall score: 79.14 

Subject 31815: V: 100 | C: 58.26 | Overall score: 79.13 

Subject 42402: V: 100 | C: 58.26 | Overall score: 79.13 

Subject 89197: V: 100 | C: 58.26 | Overall score: 79.13 

Subject 18987: V: 100 | C: 58.25 | Overall score: 79.12 

Subject 20351: V: 100 | C: 58.24 | Overall score: 79.12 

Subject 20801: V: 100 | C: 58.24 | Overall score: 79.12 

Subject 4687: V: 100 | C: 58.24 | Overall score: 79.12 

Subject 55138: V: 100 | C: 58.24 | Overall score: 79.12 

Subject 80956: V: 100 | C: 58.24 | Overall score: 79.12 

Subject 15629: V: 100 | C: 58.22 | Overall score: 79.11 

Subject 19282: V: 100 | C: 58.22 | Overall score: 79.11 

Subject 3767: V: 100 | C: 58.22 | Overall score: 79.11 

Subject 5532: V: 100 | C: 58.22 | Overall score: 79.11 

Subject 8371: V: 100 | C: 58.22 | Overall score: 79.11 

Subject 87245: V: 100 | C: 58.22 | Overall score: 79.11 

Subject 11168: V: 100 | C: 58.17 | Overall score: 79.09 

Subject 1422: V: 100 | C: 58.19 | Overall score: 79.09 

Subject 22059: V: 100 | C: 58.19 | Overall score: 79.09 

Subject 51288: V: 100 | C: 58.17 | Overall score: 79.09 

Subject 6892: V: 100 | C: 58.18 | Overall score: 79.09 

Subject 90725: V: 100 | C: 58.19 | Overall score: 79.09 

Subject 15416: V: 100 | C: 58.15 | Overall score: 79.08 

Subject 15856: V: 100 | C: 58.16 | Overall score: 79.08 

Subject 24639: V: 100 | C: 58.16 | Overall score: 79.08 

Subject 25157: V: 100 | C: 58.16 | Overall score: 79.08 

Subject 32183: V: 100 | C: 58.16 | Overall score: 79.08 

Subject 5734: V: 100 | C: 58.15 | Overall score: 79.08 

Subject 65309: V: 100 | C: 58.14 | Overall score: 79.07 

Subject 13870: V: 100 | C: 58.12 | Overall score: 79.06 

Subject 1746: V: 100 | C: 58.13 | Overall score: 79.06 

Subject 29129: V: 100 | C: 58.13 | Overall score: 79.06 

Subject 43296: V: 100 | C: 58.11 | Overall score: 79.06 

Subject 64041: V: 100 | C: 58.11 | Overall score: 79.06 

Subject 7227: V: 100 | C: 58.11 | Overall score: 79.06 

Subject 81208: V: 100 | C: 58.13 | Overall score: 79.06 

Subject 13901: V: 100 | C: 58.1 | Overall score: 79.05 

Subject 1693: V: 100 | C: 58.09 | Overall score: 79.05 

Subject 25006: V: 100 | C: 58.1 | Overall score: 79.05 

Subject 74404: V: 100 | C: 58.1 | Overall score: 79.05 

Subject 88106: V: 100 | C: 58.1 | Overall score: 79.05 

Subject 11849: V: 100 | C: 58.08 | Overall score: 79.04 

Subject 20225: V: 100 | C: 58.08 | Overall score: 79.04 

Subject 80905: V: 100 | C: 58.08 | Overall score: 79.04 

Subject 12013: V: 100 | C: 58.06 | Overall score: 79.03 

Subject 12260: V: 100 | C: 58.05 | Overall score: 79.03 

Subject 16138: V: 100 | C: 58.07 | Overall score: 79.03 

Subject 19434: V: 100 | C: 58.07 | Overall score: 79.03 

Subject 2945: V: 100 | C: 58.06 | Overall score: 79.03 

Subject 53654: V: 100 | C: 58.06 | Overall score: 79.03 

Subject 68664: V: 100 | C: 58.05 | Overall score: 79.03 

Subject 90546: V: 100 | C: 58.07 | Overall score: 79.03 

Subject 91200: V: 100 | C: 58.06 | Overall score: 79.03 

Subject 9963: V: 100 | C: 58.06 | Overall score: 79.03 

Subject 10807: V: 100 | C: 58.03 | Overall score: 79.02 

Subject 3939: V: 100 | C: 58.03 | Overall score: 79.02 

Subject 40666: V: 100 | C: 58.03 | Overall score: 79.02 

Subject 46414: V: 100 | C: 58.03 | Overall score: 79.02 

Subject 13747: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 17116: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 17535: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 19408: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 19771: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 20550: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 21828: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 24886: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 25969: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 26797: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 27736: V: 100 | C: 58.0 | Overall score: 79.00 

Subject 27827: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 28879: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 29692: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 30876: V: 100 | C: 58.01 | Overall score: 79.00 

Subject 3135: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 31489: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 3283: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 3631: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 3796: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 40337: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 4257: V: 100 | C: 58.01 | Overall score: 79.00 

Subject 4871: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 52: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 53609: V: 100 | C: 58.01 | Overall score: 79.00 

Subject 5739: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 6682: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 7263: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 82202: V: 100 | C: 58.01 | Overall score: 79.00 

Subject 91531: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 9359: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 9418: V: 100 | C: 57.99 | Overall score: 79.00 

Subject 10662: V: 100 | C: 57.96 | Overall score: 78.98 

Subject 14117: V: 100 | C: 57.97 | Overall score: 78.98 

Subject 2899: V: 100 | C: 57.96 | Overall score: 78.98 

Subject 30143: V: 100 | C: 57.97 | Overall score: 78.98 

Subject 80008: V: 100 | C: 57.97 | Overall score: 78.98 

Subject 98283: V: 100 | C: 57.96 | Overall score: 78.98 

Subject 10015: V: 100 | C: 57.95 | Overall score: 78.97 

Subject 10165: V: 100 | C: 57.93 | Overall score: 78.97 

Subject 12518: V: 100 | C: 57.93 | Overall score: 78.97 

Subject 17895: V: 100 | C: 57.94 | Overall score: 78.97 

Subject 386: V: 100 | C: 57.95 | Overall score: 78.97 

Subject 80018: V: 100 | C: 57.95 | Overall score: 78.97 

Subject 80185: V: 100 | C: 57.94 | Overall score: 78.97 

Subject 87585: V: 100 | C: 57.93 | Overall score: 78.97 

Subject 93408: V: 100 | C: 57.94 | Overall score: 78.97 

Subject 6703: V: 100 | C: 57.92 | Overall score: 78.96 

Subject 73648: V: 100 | C: 57.92 | Overall score: 78.96 

Subject 95609: V: 100 | C: 57.92 | Overall score: 78.96 

Subject 78783: V: 100 | C: 57.9 | Overall score: 78.95 

Subject 14229: V: 100 | C: 57.88 | Overall score: 78.94 

Subject 16642: V: 100 | C: 57.88 | Overall score: 78.94 

Subject 18650: V: 100 | C: 57.87 | Overall score: 78.94 

Subject 27928: V: 100 | C: 57.87 | Overall score: 78.94 

Subject 29721: V: 100 | C: 57.88 | Overall score: 78.94 

Subject 42697: V: 100 | C: 57.87 | Overall score: 78.94 

Subject 97947: V: 100 | C: 57.89 | Overall score: 78.94 

Subject 11533: V: 100 | C: 57.84 | Overall score: 78.92 

Subject 16306: V: 100 | C: 57.85 | Overall score: 78.92 

Subject 26292: V: 100 | C: 57.84 | Overall score: 78.92 

Subject 27710: V: 100 | C: 57.85 | Overall score: 78.92 

Subject 356: V: 100 | C: 57.84 | Overall score: 78.92 

Subject 8483: V: 100 | C: 57.84 | Overall score: 78.92 

Subject 10625: V: 100 | C: 57.83 | Overall score: 78.91 

Subject 14076: V: 100 | C: 57.82 | Overall score: 78.91 

Subject 17531: V: 100 | C: 57.82 | Overall score: 78.91 

Subject 20632: V: 100 | C: 57.81 | Overall score: 78.91 

Subject 25546: V: 100 | C: 57.82 | Overall score: 78.91 

Subject 47647: V: 100 | C: 57.81 | Overall score: 78.91 

Subject 49225: V: 100 | C: 57.81 | Overall score: 78.91 

Subject 62450: V: 100 | C: 57.82 | Overall score: 78.91 

Subject 31093: V: 100 | C: 57.8 | Overall score: 78.90 

Subject 59976: V: 100 | C: 57.8 | Overall score: 78.90 

Subject 97143: V: 100 | C: 57.8 | Overall score: 78.90 

Subject 12448: V: 100 | C: 57.78 | Overall score: 78.89 

Subject 13759: V: 100 | C: 57.77 | Overall score: 78.89 

Subject 21509: V: 100 | C: 57.77 | Overall score: 78.89 

Subject 26879: V: 100 | C: 57.78 | Overall score: 78.89 

Subject 31051: V: 100 | C: 57.78 | Overall score: 78.89 

Subject 53271: V: 100 | C: 57.78 | Overall score: 78.89 

Subject 95093: V: 100 | C: 57.78 | Overall score: 78.89 

Subject 97898: V: 100 | C: 57.78 | Overall score: 78.89 

Subject 29645: V: 100 | C: 57.75 | Overall score: 78.88 

Subject 30800: V: 100 | C: 57.75 | Overall score: 78.88 

Subject 5342: V: 100 | C: 57.75 | Overall score: 78.88 

Subject 73536: V: 100 | C: 57.75 | Overall score: 78.88 

Subject 18018: V: 100 | C: 57.74 | Overall score: 78.87 

Subject 3183: V: 100 | C: 57.74 | Overall score: 78.87 

Subject 13905: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 15943: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 16357: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 18994: V: 100 | C: 57.71 | Overall score: 78.86 

Subject 22298: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 49341: V: 100 | C: 57.71 | Overall score: 78.86 

Subject 55396: V: 100 | C: 57.71 | Overall score: 78.86 

Subject 61665: V: 100 | C: 57.71 | Overall score: 78.86 

Subject 63659: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 6950: V: 100 | C: 57.71 | Overall score: 78.86 

Subject 71127: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 72827: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 73384: V: 100 | C: 57.71 | Overall score: 78.86 

Subject 78319: V: 100 | C: 57.73 | Overall score: 78.86 

Subject 16406: V: 100 | C: 57.7 | Overall score: 78.85 

Subject 22312: V: 100 | C: 57.68 | Overall score: 78.84 

Subject 31302: V: 100 | C: 57.67 | Overall score: 78.84 

Subject 57592: V: 100 | C: 57.69 | Overall score: 78.84 

Subject 60325: V: 100 | C: 57.68 | Overall score: 78.84 

Subject 92387: V: 100 | C: 57.67 | Overall score: 78.84 

Subject 6069: V: 100 | C: 57.66 | Overall score: 78.83 

Subject 71618: V: 100 | C: 57.66 | Overall score: 78.83 

Subject 10317: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 11455: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 12560: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 12942: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 13841: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 15160: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 1528: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 16011: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 17533: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 18586: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 19018: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 19901: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 19980: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 21488: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 21925: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 22203: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 24114: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 24325: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 25349: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 25751: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 26294: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 26764: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 26839: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 26949: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 28161: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 29168: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 29453: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 29581: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 29913: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 30166: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 30188: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 30629: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 31676: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 31895: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 43774: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 50050: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 69932: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 7604: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 80757: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 88174: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 9048: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 9662: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 96997: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 9987: V: 100 | C: 57.64 | Overall score: 78.82 

Subject 12184: V: 100 | C: 57.61 | Overall score: 78.81 

Subject 17245: V: 100 | C: 57.61 | Overall score: 78.81 

Subject 616: V: 100 | C: 57.61 | Overall score: 78.81 

Subject 64432: V: 100 | C: 57.62 | Overall score: 78.81 

Subject 28099: V: 100 | C: 57.59 | Overall score: 78.80 

Subject 70675: V: 100 | C: 57.6 | Overall score: 78.80 

Subject 13559: V: 100 | C: 57.58 | Overall score: 78.79 

Subject 12144: V: 100 | C: 57.56 | Overall score: 78.78 

Subject 32239: V: 100 | C: 57.55 | Overall score: 78.78 

Subject 40819: V: 100 | C: 57.55 | Overall score: 78.78 

Subject 7831: V: 100 | C: 57.57 | Overall score: 78.78 

Subject 85753: V: 100 | C: 57.57 | Overall score: 78.78 

Subject 2086: V: 100 | C: 57.53 | Overall score: 78.77 

Subject 70511: V: 100 | C: 57.54 | Overall score: 78.77 

Subject 25361: V: 100 | C: 57.52 | Overall score: 78.76 

Subject 3591: V: 100 | C: 57.52 | Overall score: 78.76 

Subject 58720: V: 100 | C: 57.52 | Overall score: 78.76 

Subject 63200: V: 100 | C: 57.52 | Overall score: 78.76 

Subject 7561: V: 100 | C: 57.52 | Overall score: 78.76 

Subject 12965: V: 100 | C: 57.5 | Overall score: 78.75 

Subject 52249: V: 100 | C: 57.51 | Overall score: 78.75 

Subject 73887: V: 100 | C: 57.5 | Overall score: 78.75 

Subject 84534: V: 100 | C: 57.5 | Overall score: 78.75 

Subject 16798: V: 100 | C: 57.48 | Overall score: 78.74 

Subject 17596: V: 100 | C: 57.48 | Overall score: 78.74 

